title,description,size,rate,bestFor,latitude,longitude,youtubeVideoId
नेहरू नगर भिलाई से राजनांदगाव बाईपास मेन रोड रसमड़ा में मात्र 299 रु. प्रति वर्गफीट में 13000 sqrft. का प्लाट उपलब्ध,नेहरूनगर चौक से D मार्ट वाली बायपास मेन रोड रसमढ़ा में,13 हजार वर्गफिट का मेन रोड का प्लॉट,मात्र - 299/- प्रति वर्गफीट से,शोरूम;कॉमर्शियल कॉप्लेक्स;मैरिज हॉल;कंपनी;गोदाम;वर्कशॉप;पेट्रोल पंप;ढाबा;स्कूल;हॉस्पिटल;लॉन्ग टाइम रिटर्न इन्वेस्टमेंट;रेंटल इनकम,21.209404,81.223282,na
