title,description,size,rate,bestFor,latitude,longitude,youtubeVideoId
सुपेला घड़ी चौक पर मात्र 55 लाख में दूकान उपलब्ध,G. E. रोड से 2nd उत्तर गंगोत्री के होजरी मार्केट की मेन लाइन में,500 वर्गफिट की रजिस्ट्री वाली फर्नीचर सहित रेडी दुकान जो की वर्तमान में किराए पर चल रही है,मात्र - 55 लाख में,होलसेल / रिटेल कपड़े की दुकान;ऑफिस;क्लिनिक;एजेंसी;गोदाम;रेंटल इनकम;फॉर बेस्ट रिटर्न इन इन्वेस्टमेंट,21.207221,81.348708,rwIudJTp-lQ
