title,description,size,rate,bestFor,latitude,longitude,youtubeVideoId
कैलाश नगर एकता चौक के पास मात्र 15 लाख में रेडी मकान उपलब्ध,लोहिया निवास के पास प्राइम लोकेशन में ,450 वर्गफिट प्लॉट पर नया बना 1 Bhk टाइल्स फॉल्सिलिंग  के साथ रेडी उत्तरमुखी मकान,मात्र - 15  लाख में,रहने के लिए;इन्वेस्टमेंट के लिए;रेंट के लिए,21.233131,81.357505,S20nZkizyGI
